GO_x,GO_y
1502.57,3360.79
1500.79,3348.58
1499.01,3340.16
1497.24,3315.37
1495.46,3284.16
1493.68,3294.21
1491.91,3276.79
1490.13,3238.11
1488.35,3256.63
1486.57,3230.84
1484.79,3213.9
1483.01,3230.47
1481.23,3202.79
1479.45,3170.63
1477.67,3177.05
1475.89,3127.37
1474.11,3105.11
1472.32,3123.84
1470.54,3119.58
1468.76,3075.68
1466.98,3077.37
1465.19,3067
1463.41,3031.63
1461.62,3017.89
1459.84,3012.89
1458.05,2989.16
1456.26,2962.42
1454.48,2994.26
1452.69,2972.74
1450.9,2947.1
1449.11,2940.79
1447.33,2935.11
1445.54,2946.84
1443.75,2920.32
1441.96,2941.89
1440.17,2925.89
1438.38,2906.32
1436.58,2953.74
1434.79,2914.16
1433,2907.58
1431.21,2905.58
1429.42,2907.47
1427.62,2900.84
1425.83,2880.63
1424.03,2898.32
1422.24,2903.74
1420.44,2883.05
1418.65,2866.11
1416.85,2907.84
1415.06,2903.79
1413.26,2889.32
1411.46,2897.84
1409.66,2882.16
1407.87,2888.16
1406.07,2848.95
1404.27,2848.53
1402.47,2837.95
1400.67,2840.21
1398.87,2835.84
1397.07,2818.37
1395.27,2814.32
1393.46,2813.58
1391.66,2806.37
1389.86,2793.95
1388.06,2819.11
1386.25,2801.84
1384.45,2803.74
1382.64,2789.21
1380.84,2781.21
1379.03,2777.79
1377.23,2778.16
1375.42,2796.79
1373.62,2806.16
1371.81,2746.63
1370,2786.26
1368.19,2809.37
1366.38,2811.74
1364.58,2789.95
1362.77,2831.47
1360.96,2831.74
1359.15,2816.58
1357.33,2792.53
1355.52,2832.74
1353.71,2813.11
1351.9,2835.42
1350.09,2816.26
1348.27,2845.89
1346.46,2816.26
1344.65,2832.26
1342.83,2840.05
