RGO_X,RGO_Y
1192.609271,58.915475 
1194.046150,58.931124 
1195.483028,58.950629 
1196.919907,58.947981 
1198.356786,58.979747 
1199.793664,59.020296 
1201.230543,59.052733 
1202.667422,59.083612 
1204.104300,59.096197 
1205.541179,59.140053 
1206.978057,59.187528 
1208.414936,59.217142 
1209.851815,59.292525 
1211.288693,59.373085 
1212.725572,59.458501 
1214.162451,59.568156 
1215.599329,59.647185 
1217.036208,59.740826 
1218.473087,59.844187 
1219.909965,59.919015 
1221.346844,60.022903 
1222.783722,60.121706 
1224.220601,60.205907 
1225.657480,60.318905 
1227.094358,60.424522 
1228.531237,60.541947 
1229.968116,60.665558 
1231.404994,60.766689 
1232.841873,60.885125 
1234.278752,60.999455 
1235.715630,61.122978 
1237.152509,61.263980 
1238.589388,61.359966 
1240.026266,61.466369 
1241.463145,61.588576 
1242.900023,61.675476 
1244.336902,61.785989 
1245.773781,61.890754 
1247.210659,61.965536 
1248.647538,62.067327 
1250.084417,62.158529 
1251.521295,62.236909 
1252.958174,62.326442 
1254.395053,62.403982 
1255.831931,62.484532 
1257.268810,62.537161 
1258.705688,62.553445 
1260.142567,62.602478 
1261.579446,62.679252 
1263.016324,62.742821 
1264.453203,62.778064 
1265.890082,62.804078 
1267.326960,62.846271 
1268.763839,62.867068 
1270.200718,62.881761 
1271.637596,62.929380 
1273.074475,62.976532 
1274.511353,63.026505 
1275.948232,63.068719 
1277.385111,63.085163 
1278.821989,63.114206 
1280.258868,63.145323 
1281.695747,63.185305 
1283.132625,63.252450 
1284.569504,63.286014 
1286.006383,63.277074 
1287.443261,63.279154 
1288.880140,63.326740 
1290.317019,63.381846 
1291.753897,63.396130 
1293.190776,63.432476 
1294.627654,63.464850 
1296.064533,63.430421 
1297.501412,63.438773 
1298.938290,63.475132 
1300.375169,63.460520 
1301.812048,63.433608 
1303.248926,63.406624 
1304.685805,63.354636 
1306.122684,63.300887 
1307.559562,63.184869 
1308.996441,63.082277 
1310.433319,62.963560 
1311.870198,62.774589 
1313.307077,62.690319 
1314.743955,62.709753 
1316.180834,62.719199 
1317.617713,62.792381 
1319.054591,62.954609 
1320.491470,63.188494 
1321.928349,63.390880 
1323.365227,63.517605 
1324.802106,63.684091 
1326.238985,63.829339 
1327.675863,63.908779 
1329.112742,63.990158 
1330.549620,64.053963 
1331.986499,64.124361 
1333.423378,64.183851 
1334.860256,64.157749 
1336.297135,64.127012 
1337.734014,64.032207 
1339.170892,63.971376 
1340.607771,64.215218 
1342.044650,64.403776 
1343.481528,64.402619 
1344.918407,64.444058 
1346.355285,64.481518 
1347.792164,64.482458 
1349.229043,64.516955 
1350.665921,64.568764 
1352.102800,64.598281 
1353.539679,64.572293 
1354.976557,64.593910 
1356.413436,64.655815 
1357.850315,64.632543 
1359.287193,64.594762 
1360.724072,64.504588 
1362.160951,64.464174 
1363.597829,64.803904 
1365.034708,65.024538 
1366.471586,64.947462 
1367.908465,64.959335 
1369.345344,65.038877 
1370.782222,65.077442 
1372.219101,65.013349 
1373.655980,64.986901 
1375.092858,65.186415 
1376.529737,65.240836 
1377.966616,65.162425 
1379.403494,65.209816 
1380.840373,65.206096 
1382.277251,65.173678 
1383.714130,65.215582 
1385.151009,65.085983 
1386.587887,65.015916 
1388.024766,65.218808 
1389.461645,65.261667 
1390.898523,65.189414 
1392.335402,65.055997 
1393.772281,64.925759 
1395.209159,65.110487 
1396.646038,65.192558 
1398.082917,65.045686 
1399.519795,65.288031 
1400.956674,65.503615 
1402.393552,65.308164 
1403.830431,65.226042 
1405.267310,65.383511 
1406.704188,65.518256 
1408.141067,65.492914 
1409.577946,65.470291 
1411.014824,65.518634 
1412.451703,65.556722 
1413.888582,65.575941 
1415.325460,65.541666 
1416.762339,65.369028 
1418.199217,65.321914 
1419.636096,65.893762 
1421.072975,66.108449 
1422.509853,65.762316 
1423.946732,65.748763 
1425.383611,66.062481 
1426.820489,65.984209 
1428.257368,65.860983 
1429.694247,66.036836 
1431.131125,66.148193 
1432.568004,66.210525 
1434.004883,66.049640 
1435.441761,65.851150 
1436.878640,66.465000 
1438.315518,66.920407 
1439.752397,66.595091 
1441.189276,66.548545 
1442.626154,66.657574 
1444.063033,66.719447 
1445.499912,66.708206 
1446.936790,66.655890 
1448.373669,66.996430 
1449.810548,67.154593 
1451.247426,66.955265 
1452.684305,67.028148 
1454.121183,66.870463 
1455.558062,66.455307 
1456.994941,66.846273 
1458.431819,67.736376 
1459.868698,67.682742 
1461.305577,67.591147 
1462.742455,67.346219 
1464.179334,67.413816 
1465.616213,68.007030 
1467.053091,68.139604 
1468.489970,68.143585 
1469.926849,68.085145 
1471.363727,67.968712 
1472.800606,68.581042 
1474.237484,69.082207 
1475.674363,68.961611 
1477.111242,69.329969 
1478.548120,69.497355 
1479.984999,69.314428 
1481.421878,69.451545 
1482.858756,69.721213 
1484.295635,69.650906 
1485.732514,69.588061 
1487.169392,69.629816 
1488.606271,69.580483 
1490.043149,69.629074 
1491.480028,70.003063 
1492.916907,69.863891 
1494.353785,69.590014 
1495.790664,69.549345 
1497.227543,69.721707 
1498.664421,69.759526 
1500.101300,69.634466 
1501.538179,69.536448 
1502.975057,69.343400 
1504.411936,69.078645 
1505.848815,68.842438 
1507.285693,69.099099 
1508.722572,69.379450 
1510.159450,69.116211 
1511.596329,69.066509 
1513.033208,69.103263 
1514.470086,68.824923 
1515.906965,68.521864 
1517.343844,68.785752 
1518.780722,68.803974 
1520.217601,68.416770 
1521.654480,68.668012 
1523.091358,68.922017 
1524.528237,68.453640 
1525.965115,68.349080 
1527.401994,68.363192 
1528.838873,68.295442 
1530.275751,68.213084 
1531.712630,67.762986 
1533.149509,67.624703 
1534.586387,68.239655 
1536.023266,67.776755 
1537.460145,67.153685 
1538.897023,66.915471 
1540.333902,67.321926 
1541.770780,67.641060 
1543.207659,67.072377 
1544.644538,66.806521 
1546.081416,67.077106 
1547.518295,66.681035 
1548.955174,66.235657 
1550.392052,66.308553 
1551.828931,66.162165 
1553.265810,65.792566 
1554.702688,65.768576 
1556.139567,65.559959 
1557.576446,64.886868 
1559.013324,64.877872 
1560.450203,66.847344 
1561.887081,65.584614 
1563.323960,64.863852 
1564.760839,64.827344 
1566.197717,64.842999 
1567.634596,64.367328 
1569.071475,64.185659 
1570.508353,64.867575 
1571.945232,64.813970 
1573.382111,64.217508 
1574.818989,63.968180 
1576.255868,64.337083 
1577.692746,64.681283 
1579.129625,64.321010 
1580.566504,64.093896 
1582.003382,64.113408 
1583.440261,64.071708 
1584.877140,64.025935 
1586.314018,64.027235 
1587.750897,63.985060 
1589.187776,63.946023 
1590.624654,63.923342 
1592.061533,63.874320 
1593.498412,63.804117 
1594.935290,63.772007 
1596.372169,63.758739 
1597.809047,63.689339 
1599.245926,63.582357 
1600.682805,63.455673 
1602.119683,63.335438 
1603.556562,63.262920 
1604.993441,63.169968 
1606.430319,62.994092 
1607.867198,62.891078 
1609.304077,62.837410 
1610.740955,62.744201 
1612.177834,62.684087 
1613.614712,62.478901 
1615.051591,62.120592 
1616.488470,62.399226 
1617.925348,63.121495 
1619.362227,62.794374 
1620.799106,62.281071 
1622.235984,62.167259 
1623.672863,62.725370 
1625.109742,62.972446 
1626.546620,62.678623 
1627.983499,62.816309 
1629.420378,63.162845 
1630.857256,63.033111 
1632.294135,62.835444 
1633.731013,62.631728 
1635.167892,62.706636 
1636.604771,63.855589 
1638.041649,63.863180 
1639.478528,63.499719 
1640.915407,63.638619 
1642.352285,63.628974 
1643.789164,63.420726 
1645.226043,63.294130 
1646.662921,63.492557 
1648.099800,64.557984 
1649.536678,64.358214 
1650.973557,63.535939 
1652.410436,63.297681 
1653.847314,65.783745 
1655.284193,65.649955 
1656.721072,64.788839 
1658.157950,64.614947 
1659.594829,64.653523 
1661.031708,64.570656 
1662.468586,64.702117 
1663.905465,65.242135 
1665.342344,65.172246 
1666.779222,64.698218 
1668.216101,64.581836 
1669.652979,64.861881 
1671.089858,65.352554 
1672.526737,65.178961 
1673.963615,64.682625 
1675.400494,65.166608 
1676.837373,65.630053 
1678.274251,64.853037 
1679.711130,64.634770 
1681.148009,64.624512 
1682.584887,64.157441 
1684.021766,64.245463 
1685.458644,65.706894 
1686.895523,64.999285 
1688.332402,64.539964 
1689.769280,64.573480 
1691.206159,64.719803 
1692.643038,64.505381 
1694.079916,63.854999 
1695.516795,63.971920 
1696.953674,64.864782 
1698.390552,64.053984 
1699.827431,63.800612 
1701.264310,65.768502 
1702.701188,64.818459 
1704.138067,63.790806 
1705.574945,64.186143 
1707.011824,64.687560 
1708.448703,64.332669 
1709.885581,64.262366 
1711.322460,64.271093 
1712.759339,64.023901 
1714.196217,63.885747 
1715.633096,63.886438 
1717.069975,63.977528 
1718.506853,64.965363 
1719.943732,65.298014 
1721.380610,64.746673 
1722.817489,64.573876 
1724.254368,64.837812 
1725.691246,64.963734 
1727.128125,64.886570 
1728.565004,64.843250 
1730.001882,64.985593 
1731.438761,65.069201 
1732.875640,64.816013 
1734.312518,65.399809 
1735.749397,66.416271 
1737.186276,65.753704 
1738.623154,65.533946 
1740.060033,66.092568 
1741.496911,66.198763 
1742.933790,66.085742 
1744.370669,66.298295 
1745.807547,66.375882 
1747.244426,66.383497 
1748.681305,66.579228 
1750.118183,66.810848 
1751.555062,67.199992 
1752.991941,67.519170 
1754.428819,67.383886 
1755.865698,67.312795 
1757.302576,67.677145 
1758.739455,67.861963 
1760.176334,67.745136 
1761.613212,67.954032 
1763.050091,68.439164 
1764.486970,68.510497 
1765.923848,68.395939 
1767.360727,68.473249 
1768.797606,68.829828 
1770.234484,68.781734 
1771.671363,68.843669 
1773.108242,69.821055 
1774.545120,69.945811 
1775.981999,69.789906 
1777.418877,70.078267 
1778.855756,70.065646 
1780.292635,70.226910 
1781.729513,70.852889 
1783.166392,70.950212 
1784.603271,71.166466 
1786.040149,71.705447 
1787.477028,71.892310 
1788.913907,72.023398 
1790.350785,72.051190 
1791.787664,72.396666 
1793.224542,73.493377 
1794.661421,73.682737 
1796.098300,73.719863 
1797.535178,74.186037 
1798.972057,74.401862 
1800.408936,74.757991 
1801.845814,75.270697 
1803.282693,75.576338 
1804.719572,76.004672 
1806.156450,76.196323 
1807.593329,76.331919 
1809.030207,76.583491 
1810.467086,76.690275 
1811.903965,76.934437 
1813.340843,77.179371 
1814.777722,77.227739 
1816.214601,77.362570 
1817.651479,77.435241 
1819.088358,77.440342 
1820.525237,77.558259 
1821.962115,77.513993 
1823.398994,77.444723 
1824.835873,77.527263 
1826.272751,77.610479 
1827.709630,77.565035 
1829.146508,77.448937 
1830.583387,77.629258 
1832.020266,77.790061 
1833.457144,77.591853 
1834.894023,77.589374 
1836.330902,77.666381 
1837.767780,77.550939 
1839.204659,77.666866 
1840.641538,77.620477 
1842.078416,77.332789 
1843.515295,77.457614 
1844.952173,77.685762 
1846.389052,77.598604 
1847.825931,77.467084 
1849.262809,77.414538 
1850.699688,77.485896 
1852.136567,77.385055 
1853.573445,77.300623 
1855.010324,77.411972 
1856.447203,77.313479 
1857.884081,77.305682 
1859.320960,77.408166 
1860.757839,77.311393 
1862.194717,77.328391 
1863.631596,77.267893 
1865.068474,77.118464 
1866.505353,77.089839 
1867.942232,76.941936 
1869.379110,77.125855 
1870.815989,77.353848 
1872.252868,77.093333 
1873.689746,77.089035 
1875.126625,77.153366 
1876.563504,77.014805 
1878.000382,77.101824 
1879.437261,77.033290 
1880.874139,77.043115 
1882.311018,77.200048 
1883.747897,76.986269 
1885.184775,77.011386 
1886.621654,77.054202 
1888.058533,76.803043 
1889.495411,76.958856 
1890.932290,77.110141 
1892.369169,76.966963 
1893.806047,76.956286 
1895.242926,76.876381 
1896.679805,76.932338 
1898.116683,77.003924 
1899.553562,76.884222 
1900.990440,76.981658 
1902.427319,76.927537 
1903.864198,76.763441 
1905.301076,76.904390 
1906.737955,76.830931 
1908.174834,76.785796 
1909.611712,76.908527 
1911.048591,76.833362 
1912.485470,76.904115 
1913.922348,76.918774 
1915.359227,76.773215 
1916.796105,76.772010 
1918.232984,76.760213 
1919.669863,76.836239 
1921.106741,76.775261 
1922.543620,76.599844 
1923.980499,76.911790 
1925.417377,77.009979 
1926.854256,76.900430 
1928.291135,76.932801 
1929.728013,76.946263 
1931.164892,76.934213 
1932.601771,77.018056 
1934.038649,76.903851 
1935.475528,76.961567 
1936.912406,76.952560 
1938.349285,76.826068 
1939.786164,76.932205 
1941.223042,76.837007 
1942.659921,76.898110 
1944.096800,77.126456 
1945.533678,76.942112 
1946.970557,77.049679 
1948.407436,77.142349 
1949.844314,76.827510 
1951.281193,76.934758 
1952.718071,77.182807 
1954.154950,77.032427 
1955.591829,77.156228 
1957.028707,76.963598 
1958.465586,77.265198 
1959.902465,77.504170 
1961.339343,77.138301 
1962.776222,77.430799 
1964.213101,77.368783 
1965.649979,77.120654 
1967.086858,77.439082 
1968.523737,77.143713 
1969.960615,77.236142 
1971.397494,77.395461 
1972.834372,77.244275 
1974.271251,77.420186 
1975.708130,77.473722 
1977.145008,77.388056 
1978.581887,77.745113 
1980.018766,77.366146 
1981.455644,77.256143 
1982.892523,77.315523 
1984.329402,77.155857 
1985.766280,77.278346 
1987.203159,77.141579 
1988.640037,76.845837 
1990.076916,77.207313 
1991.513795,77.053128 
1992.950673,77.022740 
1994.387552,77.201305 
1995.824431,76.822816 
1997.261309,76.923615 
1998.698188,76.995904 
2000.135067,76.821201 
2001.571945,77.140553 
2003.008824,77.031863 
2004.445703,77.072146 
2005.882581,77.415985 
2007.319460,76.943405 
2008.756338,76.835896 
2010.193217,76.788317 
2011.630096,76.632126 
2013.066974,77.229839 
2014.503853,77.128124 
2015.940732,76.927804 
2017.377610,77.294172 
2018.814489,76.955769 
2020.251368,77.045485 
2021.688246,77.151861 
2023.125125,76.706983 
2024.562003,77.020470 
2025.998882,77.046778 
2027.435761,76.918558 
2028.872639,77.202589 
2030.309518,76.839277 
2031.746397,76.990412 
2033.183275,77.294090 
2034.620154,76.889392 
2036.057033,77.066375 
2037.493911,76.967018 
2038.930790,76.697442 
2040.367669,76.959568 
2041.804547,76.763154 
2043.241426,76.791193 
2044.678304,76.997924 
2046.115183,76.717603 
2047.552062,76.827355 
2048.988940,76.859718 
2050.425819,76.714100 
2051.862698,76.854091 
2053.299576,76.769647 
2054.736455,76.808756 
2056.173334,76.856455 
2057.610212,76.615598 
2059.047091,76.652142 
2060.483969,76.547170 
2061.920848,76.368562 
2063.357727,76.482100 
2064.794605,76.357629 
2066.231484,76.443548 
2067.668363,76.645185 
2069.105241,76.420136 
2070.542120,76.477826 
2071.978999,76.587982 
2073.415877,76.481653 
2074.852756,76.551572 
2076.289635,76.442383 
2077.726513,76.419192 
2079.163392,76.566592 
2080.600270,76.441247 
2082.037149,76.473336 
2083.474028,76.568813 
2084.910906,76.553708 
2086.347785,76.674589 
2087.784664,76.574360 
2089.221542,76.482639 
2090.658421,76.580262 
2092.095300,76.512617 
2093.532178,76.574638 
2094.969057,76.616297 
2096.405935,76.522383 
2097.842814,76.642323 
2099.279693,76.582228 
2100.716571,76.520794 
2102.153450,76.657139 
2103.590329,76.561579 
2105.027207,76.595253 
2106.464086,76.733320 
2107.900965,76.719941 
2109.337843,76.824559 
2110.774722,76.752956 
2112.211600,76.644700 
2113.648479,76.716256 
2115.085358,76.639659 
2116.522236,76.708300 
2117.959115,76.764612 
2119.395994,76.601576 
