PEG_X,PEG_Y
1525.965115,93.500804 
1527.401994,93.576322 
1528.838873,93.619608 
1530.275751,93.692449 
1531.712630,93.656441 
1533.149509,93.584675 
1534.586387,93.430137 
1536.023266,93.302552 
1537.460145,93.316576 
1538.897023,93.320623 
1540.333902,93.177028 
1541.770780,93.267743 
1543.207659,93.054552 
1544.644538,92.891988 
1546.081416,92.964904 
1547.518295,92.918809 
1548.955174,92.824228 
1550.392052,92.681132 
1551.828931,92.562719 
1553.265810,92.516715 
1554.702688,92.379756 
1556.139567,92.265663 
1557.576446,92.313304 
1559.013324,92.173833 
1560.450203,92.197145 
1561.887081,92.003456 
1563.323960,91.881645 
1564.760839,91.876574 
1566.197717,91.739945 
1567.634596,91.618358 
1569.071475,91.558860 
1570.508353,91.444609 
1571.945232,91.463885 
1573.382111,91.509814 
1574.818989,91.510614 
1576.255868,91.443509 
1577.692746,91.341443 
1579.129625,91.341362 
1580.566504,91.382348 
1582.003382,91.321065 
1583.440261,91.243587 
1584.877140,91.172713 
1586.314018,91.063678 
1587.750897,90.973936 
1589.187776,90.889546 
1590.624654,90.818577 
1592.061533,90.749024 
1593.498412,90.611320 
1594.935290,90.473105 
1596.372169,90.377778 
1597.809047,90.275828 
1599.245926,90.177342 
1600.682805,89.967842 
1602.119683,89.721352 
1603.556562,89.569932 
1604.993441,89.385539 
1606.430319,89.186789 
1607.867198,89.025324 
1609.304077,88.824195 
1610.740955,88.635320 
1612.177834,88.402057 
1613.614712,88.163185 
1615.051591,88.111226 
1616.488470,88.093140 
1617.925348,87.906815 
1619.362227,87.660712 
1620.799106,87.490706 
1622.235984,87.448474 
1623.672863,87.367175 
1625.109742,87.199214 
1626.546620,87.138438 
1627.983499,87.112066 
1629.420378,87.052353 
1630.857256,86.960700 
1632.294135,86.867080 
1633.731013,86.945386 
1635.167892,87.169926 
1636.604771,87.270642 
1638.041649,87.288933 
1639.478528,87.272494 
1640.915407,87.290103 
1642.352285,87.368327 
1643.789164,87.526953 
1645.226043,87.716030 
1646.662921,87.696918 
1648.099800,87.725671 
1649.536678,87.996588 
1650.973557,88.270108 
1652.410436,88.653729 
1653.847314,88.715736 
1655.284193,88.767441 
1656.721072,88.909916 
1658.157950,89.170099 
1659.594829,89.291763 
1661.031708,89.417560 
1662.468586,89.587550 
1663.905465,89.761905 
1665.342344,89.956838 
1666.779222,90.161401 
1668.216101,90.374955 
1669.652979,90.483432 
1671.089858,90.572849 
1672.526737,90.738101 
1673.963615,90.935347 
1675.400494,91.116336 
1676.837373,91.196790 
1678.274251,91.229317 
1679.711130,91.232584 
1681.148009,91.309396 
1682.584887,91.465086 
1684.021766,91.575249 
1685.458644,91.715724 
1686.895523,91.770570 
1688.332402,91.841652 
1689.769280,91.925895 
1691.206159,91.942237 
1692.643038,91.924558 
1694.079916,91.922682 
1695.516795,91.968316 
1696.953674,91.913022 
1698.390552,91.882616 
1699.827431,91.981212 
1701.264310,91.946789 
1702.701188,91.792855 
1704.138067,91.784623 
1705.574945,91.822237 
1707.011824,91.746387 
1708.448703,91.725666 
1709.885581,91.717679 
1711.322460,91.653320 
1712.759339,91.556154 
1714.196217,91.455481 
1715.633096,91.455111 
1717.069975,91.516793 
1718.506853,91.471317 
1719.943732,91.471707 
1721.380610,91.463404 
1722.817489,91.417757 
1724.254368,91.378255 
1725.691246,91.364067 
1727.128125,91.320056 
1728.565004,91.287589 
1730.001882,91.283101 
1731.438761,91.311102 
1732.875640,91.397934 
1734.312518,91.433141 
1735.749397,91.462745 
1737.186276,91.501334 
1738.623154,91.680542 
1740.060033,91.821591 
1741.496911,91.751053 
1742.933790,91.716260 
1744.370669,91.777026 
1745.807547,91.787882 
1747.244426,91.787144 
1748.681305,91.908773 
1750.118183,92.070558 
1751.555062,92.135467 
1752.991941,92.276283 
1754.428819,92.425865 
1755.865698,92.503258 
1757.302576,92.520021 
1758.739455,92.588405 
1760.176334,92.684859 
1761.613212,92.812515 
1763.050091,92.924091 
1764.486970,92.974100 
1765.923848,93.051441 
1767.360727,93.120843 
1768.797606,93.158365 
1770.234484,93.241890 
1771.671363,93.363784 
1773.108242,93.504173 
1774.545120,93.527808 
1775.981999,93.538807 
1777.418877,93.602298 
1778.855756,93.626697 
1780.292635,93.668457 
1781.729513,93.819913 
1783.166392,93.930156 
1784.603271,93.991467 
1786.040149,94.042023 
1787.477028,94.076034 
1788.913907,94.104481 
1790.350785,94.114422 
1791.787664,94.146031 
1793.224542,94.258621 
1794.661421,94.265377 
1796.098300,94.243096 
1797.535178,94.275795 
1798.972057,94.293208 
1800.408936,94.325972 
1801.845814,94.323628 
1803.282693,94.316898 
1804.719572,94.391031 
1806.156450,94.454474 
1807.593329,94.480033 
1809.030207,94.475083 
1810.467086,94.458768 
1811.903965,94.532707 
1813.340843,94.628983 
1814.777722,94.662132 
1816.214601,94.689633 
1817.651479,94.687808 
1819.088358,94.698492 
1820.525237,94.751891 
1821.962115,94.775513 
1823.398994,94.790337 
1824.835873,94.865396 
1826.272751,94.937042 
1827.709630,94.962963 
1829.146508,94.960649 
1830.583387,95.002915 
1832.020266,95.093513 
1833.457144,95.117280 
1834.894023,95.200482 
1836.330902,95.268587 
1837.767780,95.271585 
1839.204659,95.328111 
1840.641538,95.364161 
1842.078416,95.393914 
1843.515295,95.512749 
1844.952173,95.574891 
1846.389052,95.541385 
1847.825931,95.569936 
1849.262809,95.645720 
1850.699688,95.726094 
1852.136567,95.764908 
1853.573445,95.767304 
1855.010324,95.764374 
1856.447203,95.718983 
1857.884081,95.777259 
1859.320960,95.871455 
1860.757839,95.836747 
1862.194717,95.826309 
1863.631596,95.847051 
1865.068474,95.872957 
1866.505353,95.932529 
1867.942232,95.898760 
1869.379110,95.892318 
1870.815989,95.949972 
1872.252868,95.941083 
1873.689746,95.995701 
1875.126625,95.962633 
1876.563504,95.874345 
1878.000382,95.923076 
1879.437261,95.967870 
1880.874139,96.002767 
1882.311018,96.057186 
1883.747897,96.066708 
1885.184775,96.079949 
1886.621654,96.086846 
1888.058533,96.045711 
1889.495411,96.053898 
1890.932290,96.045424 
1892.369169,96.020722 
1893.806047,96.024775 
1895.242926,95.998945 
1896.679805,96.019383 
1898.116683,96.059717 
1899.553562,96.050935 
1900.990440,96.055851 
1902.427319,95.990240 
1903.864198,95.968140 
1905.301076,96.030403 
1906.737955,95.970974 
1908.174834,95.954096 
1909.611712,95.978861 
1911.048591,95.918716 
1912.485470,95.912745 
1913.922348,95.878380 
1915.359227,95.875769 
1916.796105,95.926128 
1918.232984,95.878905 
1919.669863,95.812413 
1921.106741,95.797238 
1922.543620,95.815362 
1923.980499,95.928271 
1925.417377,95.938771 
1926.854256,95.836116 
1928.291135,95.941376 
1929.728013,96.036594 
1931.164892,95.933361 
1932.601771,95.986253 
1934.038649,95.990011 
1935.475528,95.933272 
1936.912406,95.929383 
1938.349285,95.965343 
1939.786164,95.980448 
1941.223042,95.879657 
1942.659921,95.833449 
1944.096800,95.966516 
1945.533678,96.083752 
1946.970557,96.131740 
1948.407436,96.106700 
1949.844314,95.837207 
1951.281193,95.846897 
1952.718071,95.824852 
1954.154950,95.725945 
1955.591829,95.785653 
1957.028707,95.782940 
1958.465586,95.786362 
1959.902465,95.759528 
1961.339343,95.717453 
1962.776222,95.966707 
1964.213101,96.089748 
1965.649979,95.986164 
1967.086858,95.980248 
1968.523737,95.967152 
1969.960615,95.973042 
1971.397494,95.913074 
1972.834372,95.857635 
1974.271251,95.908922 
1975.708130,95.789978 
1977.145008,95.726139 
1978.581887,95.760415 
1980.018766,95.633654 
1981.455644,95.671349 
1982.892523,95.768812 
1984.329402,95.673469 
1985.766280,95.607651 
1987.203159,95.480796 
1988.640037,95.407494 
1990.076916,95.483755 
1991.513795,95.261910 
1992.950673,95.215161 
1994.387552,95.544486 
1995.824431,95.689631 
1997.261309,95.793911 
1998.698188,95.884157 
2000.135067,95.861830 
2001.571945,95.758151 
2003.008824,95.568455 
2004.445703,95.657786 
2005.882581,95.783251 
2007.319460,95.500751 
2008.756338,95.389863 
2010.193217,95.476073 
2011.630096,95.603176 
2013.066974,95.946144 
2014.503853,96.001030 
2015.940732,95.780608 
2017.377610,95.571382 
2018.814489,95.496475 
2020.251368,95.728493 
2021.688246,95.669032 
2023.125125,95.294915 
2024.562003,95.321309 
2025.998882,95.411837 
2027.435761,95.301731 
2028.872639,95.193961 
2030.309518,95.114217 
2031.746397,95.130515 
2033.183275,94.924398 
2034.620154,94.758739 
2036.057033,95.165963 
2037.493911,95.501849 
2038.930790,95.443992 
2040.367669,95.150890 
2041.804547,94.747679 
2043.241426,94.807875 
2044.678304,95.089724 
2046.115183,95.115118 
2047.552062,95.157569 
2048.988940,95.041501 
2050.425819,94.860396 
2051.862698,95.029502 
2053.299576,95.233487 
2054.736455,95.232156 
2056.173334,95.095964 
2057.610212,94.978814 
2059.047091,95.052510 
2060.483969,95.147527 
2061.920848,95.149175 
2063.357727,95.100887 
2064.794605,94.919221 
2066.231484,94.830154 
2067.668363,94.936297 
2069.105241,94.981429 
2070.542120,94.955885 
2071.978999,94.951327 
2073.415877,94.985707 
2074.852756,94.966814 
2076.289635,94.854095 
2077.726513,94.871448 
2079.163392,94.975640 
2080.600270,94.993907 
2082.037149,94.985832 
2083.474028,94.924624 
2084.910906,94.902643 
2086.347785,94.934995 
2087.784664,94.873945 
2089.221542,94.956155 
2090.658421,95.143794 
2092.095300,95.091280 
2093.532178,95.004401 
2094.969057,94.978196 
2096.405935,94.974194 
2097.842814,95.125364 
2099.279693,95.179065 
2100.716571,95.074162 
2102.153450,95.047997 
2103.590329,95.064413 
2105.027207,95.114308 
2106.464086,95.128215 
2107.900965,95.082539 
2109.337843,95.159253 
2110.774722,95.213389 
2112.211600,95.155261 
2113.648479,95.130707 
2115.085358,95.087606 
2116.522236,95.048088 
