GO_X,GO_Y
1165.308577,77.705129 
1166.745456,77.741852 
1168.182334,77.790744 
1169.619213,77.798042 
1171.056091,77.812088 
1172.492970,77.853524 
1173.929849,77.851893 
1175.366727,77.853786 
1176.803606,77.868444 
1178.240485,77.880106 
1179.677363,77.918259 
1181.114242,77.923069 
1182.551121,77.905788 
1183.987999,77.914112 
1185.424878,77.919239 
1186.861756,77.948472 
1188.298635,77.977178 
1189.735514,77.970767 
1191.172392,77.975336 
1192.609271,77.968219 
1194.046150,77.953261 
1195.483028,77.946792 
1196.919907,77.909053 
1198.356786,77.879011 
1199.793664,77.852099 
1201.230543,77.788494 
1202.667422,77.723507 
1204.104300,77.636889 
1205.541179,77.528975 
1206.978057,77.425335 
1208.414936,77.299446 
1209.851815,77.174308 
1211.288693,77.023870 
1212.725572,76.825202 
1214.162451,76.648093 
1215.599329,76.467575 
1217.036208,76.271432 
1218.473087,76.090461 
1219.909965,75.904937 
1221.346844,75.769092 
1222.783722,75.689811 
1224.220601,75.657207 
1225.657480,75.722446 
1227.094358,75.835705 
1228.531237,76.017798 
1229.968116,76.292986 
1231.404994,76.579644 
1232.841873,76.895818 
1234.278752,77.201253 
1235.715630,77.445900 
1237.152509,77.689771 
1238.589388,77.906208 
1240.026266,78.092546 
1241.463145,78.257281 
1242.900023,78.354830 
1244.336902,78.456407 
1245.773781,78.577749 
1247.210659,78.663575 
1248.647538,78.749542 
1250.084417,78.820330 
1251.521295,78.876171 
1252.958174,78.938179 
1254.395053,78.964601 
1255.831931,79.000752 
1257.268810,79.056317 
1258.705688,79.075229 
1260.142567,79.089678 
1261.579446,79.093162 
1263.016324,79.082244 
1264.453203,79.083008 
1265.890082,79.062301 
1267.326960,79.041342 
1268.763839,79.021623 
1270.200718,78.988462 
1271.637596,78.997277 
1273.074475,79.012510 
1274.511353,79.017987 
1275.948232,79.045031 
1277.385111,79.056404 
1278.821989,79.097716 
1280.258868,79.178343 
1281.695747,79.245586 
1283.132625,79.341536 
1284.569504,79.431013 
1286.006383,79.498442 
1287.443261,79.613276 
1288.880140,79.737684 
1290.317019,79.855945 
1291.753897,79.974525 
1293.190776,80.084522 
1294.627654,80.227553 
1296.064533,80.349467 
1297.501412,80.437838 
1298.938290,80.561534 
1300.375169,80.660194 
1301.812048,80.733923 
1303.248926,80.830711 
1304.685805,80.865412 
1306.122684,80.896586 
1307.559562,80.921966 
1308.996441,80.941008 
1310.433319,80.975209 
1311.870198,80.995265 
1313.307077,80.999561 
1314.743955,81.012811 
1316.180834,81.023863 
1317.617713,81.030781 
1319.054591,81.031212 
1320.491470,81.025387 
1321.928349,81.047095 
1323.365227,81.049584 
1324.802106,81.034961 
1326.238985,81.039460 
1327.675863,81.003517 
1329.112742,80.957555 
1330.549620,80.917205 
1331.986499,80.869668 
1333.423378,80.828735 
1334.860256,80.787759 
1336.297135,80.721408 
1337.734014,80.654701 
1339.170892,80.563781 
1340.607771,80.500581 
1342.044650,80.519236 
1343.481528,80.517228 
1344.918407,80.476247 
1346.355285,80.422951 
1347.792164,80.377089 
1349.229043,80.375481 
1350.665921,80.338105 
1352.102800,80.311060 
1353.539679,80.325874 
1354.976557,80.303533 
1356.413436,80.293517 
1357.850315,80.277574 
1359.287193,80.242115 
1360.724072,80.231905 
1362.160951,80.130424 
1363.597829,80.058998 
1365.034708,80.161453 
1366.471586,80.204758 
1367.908465,80.198660 
1369.345344,80.189641 
1370.782222,80.173663 
1372.219101,80.164095 
1373.655980,80.111668 
1375.092858,80.073735 
1376.529737,80.121793 
1377.966616,80.117698 
1379.403494,80.119698 
1380.840373,80.163603 
1382.277251,80.184013 
1383.714130,80.207822 
1385.151009,80.221925 
1386.587887,80.211208 
1388.024766,80.204282 
1389.461645,80.226397 
1390.898523,80.265183 
1392.335402,80.290148 
1393.772281,80.259285 
1395.209159,80.233544 
1396.646038,80.226901 
1398.082917,80.239498 
1399.519795,80.259557 
1400.956674,80.281174 
1402.393552,80.331783 
1403.830431,80.353386 
1405.267310,80.275263 
1406.704188,80.358309 
1408.141067,80.445079 
1409.577946,80.471156 
1411.014824,80.532525 
1412.451703,80.568654 
1413.888582,80.678141 
1415.325460,80.786324 
1416.762339,80.810762 
1418.199217,80.971032 
1419.636096,81.079135 
1421.072975,81.151383 
1422.509853,81.387611 
1423.946732,81.527594 
1425.383611,81.739463 
1426.820489,82.029898 
1428.257368,82.153170 
1429.694247,82.336821 
1431.131125,82.586865 
1432.568004,82.758480 
1434.004883,83.017402 
1435.441761,83.213726 
1436.878640,83.352884 
1438.315518,83.638228 
1439.752397,83.857718 
1441.189276,84.084055 
1442.626154,84.314126 
1444.063033,84.537615 
1445.499912,84.755174 
1446.936790,84.894411 
1448.373669,85.028417 
1449.810548,85.239375 
1451.247426,85.430483 
1452.684305,85.633862 
1454.121183,85.799982 
1455.558062,85.886174 
1456.994941,86.004623 
1458.431819,86.175833 
1459.868698,86.396059 
1461.305577,86.616653 
1462.742455,86.775969 
1464.179334,86.922134 
1465.616213,87.127561 
1467.053091,87.324057 
1468.489970,87.515032 
1469.926849,87.658666 
1471.363727,87.805689 
1472.800606,87.977050 
1474.237484,88.025091 
1475.674363,88.187210 
1477.111242,88.403471 
1478.548120,88.578341 
1479.984999,88.740369 
1481.421878,88.862994 
1482.858756,89.010549 
1484.295635,89.180610 
1485.732514,89.224341 
1487.169392,89.284518 
1488.606271,89.344193 
1490.043149,89.315231 
1491.480028,89.404904 
1492.916907,89.508237 
1494.353785,89.567464 
1495.790664,89.614288 
1497.227543,89.622514 
1498.664421,89.697515 
1500.101300,89.775936 
1501.538179,89.828281 
1502.975057,89.918090 
1504.411936,89.967723 
1505.848815,89.928229 
1507.285693,89.774736 
1508.722572,89.786019 
1510.159450,89.926870 
1511.596329,90.027644 
1513.033208,90.080617 
1514.470086,90.131374 
1515.906965,90.103625 
1517.343844,90.046364 
1518.780722,90.106905 
1520.217601,90.134851 
1521.654480,90.191568 
1523.091358,90.204144 
1524.528237,90.142110 
1525.965115,90.110602 
1527.401994,90.123132 
1528.838873,90.183951 
1530.275751,90.245546 
1531.712630,90.176129 
1533.149509,90.104870 
1534.586387,90.020693 
1536.023266,89.942212 
1537.460145,89.914476 
1538.897023,89.827513 
1540.333902,89.689836 
1541.770780,89.640016 
1543.207659,89.415518 
1544.644538,89.274705 
1546.081416,89.296960 
1547.518295,89.299204 
1548.955174,89.240707 
1550.392052,89.085223 
1551.828931,88.963626 
1553.265810,88.925115 
1554.702688,88.818116 
1556.139567,88.700385 
1557.576446,88.671571 
1559.013324,88.581518 
1560.450203,88.218106 
1561.887081,88.102759 
1563.323960,88.028878 
1564.760839,88.042940 
1566.197717,87.863046 
1567.634596,87.725331 
1569.071475,87.650405 
1570.508353,87.346551 
1571.945232,87.177024 
1573.382111,87.054888 
1574.818989,86.897165 
1576.255868,86.763245 
1577.692746,86.435121 
1579.129625,86.235241 
1580.566504,86.080624 
1582.003382,85.850066 
1583.440261,85.672756 
1584.877140,85.432850 
1586.314018,85.117430 
1587.750897,84.838735 
1589.187776,84.504074 
1590.624654,84.180262 
1592.061533,83.886111 
1593.498412,83.505123 
1594.935290,83.157570 
1596.372169,82.821715 
1597.809047,82.450803 
1599.245926,82.137871 
1600.682805,81.712409 
1602.119683,81.286435 
1603.556562,80.923846 
1604.993441,80.481011 
1606.430319,80.158768 
1607.867198,79.779777 
1609.304077,79.308359 
1610.740955,79.060526 
1612.177834,78.780185 
1613.614712,78.524328 
1615.051591,78.422505 
1616.488470,78.130890 
1617.925348,77.783353 
1619.362227,77.690741 
1620.799106,77.666472 
1622.235984,77.721323 
1623.672863,77.625833 
1625.109742,77.619004 
1626.546620,77.811006 
1627.983499,77.903424 
1629.420378,78.072872 
1630.857256,78.360206 
1632.294135,78.621968 
1633.731013,78.924302 
1635.167892,79.207676 
1636.604771,79.251195 
1638.041649,79.498652 
1639.478528,79.849732 
1640.915407,80.195430 
1642.352285,80.553329 
1643.789164,80.879563 
1645.226043,81.167399 
1646.662921,81.428619 
1648.099800,81.706211 
