3480.13	1171.05
3478.86	1293.89
3477.58	1383.21
3476.3	1467.89
3475.02	1545.47
3473.74	1577.95
3472.46	1673.26
3471.18	1712.79
3469.9	1765.53
3468.62	1785.74
3467.34	1814
3466.06	1881.16
3464.78	1904.32
3463.5	1941.32
3462.22	2017
3460.93	2032.37
3459.65	2079.95
3458.37	2115.74
3457.08	2132.58
3455.8	2187.89
3454.52	2215.68
3453.23	2246.68
3451.95	2273.11
3450.66	2298.74
3449.38	2349.74
3448.09	2368.74
3446.81	2421.16
3445.52	2458.47
3444.23	2487.05
3442.95	2506.53
3441.66	2573.89
3440.37	2607.47
3439.08	2617.79
3437.79	2657.9
3436.51	2710.26
3435.22	2710.11
3433.93	2758.11
3432.64	2767.84
3431.35	2803.53
3430.06	2825.79
3428.77	2870.47
3427.48	2869.37
3426.18	2936.89
3424.89	2949.26
3423.6	2938.26
3422.31	2978.74
3421.01	3013.21
3419.72	3031.63
3418.43	3049.37
3417.13	3066.58
3415.84	3104.84
3414.55	3110.84
3413.25	3150.68
3411.96	3185.37
3410.66	3188.84
3409.36	3212.1
3408.07	3250.95
3406.77	3250.26
3405.47	3325.32
3404.18	3315.89
3402.88	3358.21
3401.58	3412.11
3400.28	3401.05
3398.99	3425.74
3397.69	3480.74
3396.39	3509.63
3395.09	3538.58
3393.79	3552.74
3392.49	3574.74
3391.19	3625.37
3389.89	3644.37
3388.58	3685.37
3387.28	3717.42
3385.98	3732.58
3384.68	3749.63
3383.38	3730.37
3382.07	3762.47
3380.77	3787.21
3379.47	3813.42
3378.16	3795.26
3376.86	3812.26
3375.55	3835.32
3374.25	3850.26
3372.94	3880.95
3371.64	3890.89
3370.33	3901.32
3369.02	3944.26
3367.72	3945.16
3366.41	3986.84
3365.1	3985
3363.8	3992
3362.49	4030
3361.18	3996.42
3359.87	4002.32
3358.56	4023.32
3357.25	4009.9
3355.94	4075.11
3354.63	4073.42
3353.32	4046.68
3352.01	4086.32
3350.7	4107.16
3349.39	4137.84
3348.08	4174.63
3346.76	4189.63
3345.45	4216.9
3344.14	4230.95
3342.83	4281.79
3341.51	4342.84
3340.2	4379
3338.88	4418.68
3337.57	4451.26
3336.26	4496.74
3334.94	4498.32
3333.62	4510.53
3332.31	4544.53
3330.99	4555.32
3329.67	4542.21
3328.36	4599.63
3327.04	4630.16
3325.72	4632.42
3324.41	4646.74
3323.09	4675.26
3321.77	4715.11
3320.45	4711.26
3319.13	4687.63
3317.81	4753.47
3316.49	4714.74
3315.17	4754.53
3313.85	4745
3312.53	4739.53
3311.21	4756.11
3309.88	4769.53
3308.56	4774.42
3307.24	4813.53
3305.92	4822.05
3304.59	4784.53
3303.27	4833.47
3301.95	4828.42
3300.62	4877.63
3299.3	4877.63
3297.97	4922.58
3296.65	4972.74
3295.32	4996
3294	5097.1
3292.67	5145.05
3291.34	5246.16
3290.02	5344.58
3288.69	5438.53
3287.36	5548.84
3286.03	5703.74
3284.71	5812.89
3283.38	5964.58
3282.05	6138.95
3280.72	6331.16
3279.39	6566.05
3278.06	6792.89
3276.73	7032
3275.4	7303.32
3274.07	7547.47
3272.74	7779.53
3271.4	8047.32
3270.07	8311.47
3268.74	8622.74
3267.41	8918.95
3266.07	9233.21
3264.74	9518.11
3263.41	9857.26
3262.07	10188.3
3260.74	10441.2
3259.4	10795.9
3258.07	11066.8
3256.73	11335.1
3255.4	11596.5
3254.06	11850.6
3252.72	12049.5
3251.39	12312.1
3250.05	12496.3
